transaction_id,amount,failure_reason,action,success_probability,expected_revenue,success,recovered_amount
TXN_004706,1589.76,bank_decline,alternate_payment,0.7357,1169.586432,1,1589.76
TXN_004707,7383.0,bank_decline,alternate_payment,0.6557,4841.0331,0,0.0
TXN_004708,1114.19,insufficient_funds,retry_later,0.7812,870.4052280000001,1,1114.19
TXN_004709,4699.77,card_expired,customer_followup,0.63,2960.8551,0,0.0
TXN_004710,1739.33,bank_decline,alternate_payment,0.527,916.62691,0,0.0
TXN_004711,984.02,limit_exceeded,alternate_payment,0.5851,575.750102,1,984.02
TXN_004712,3269.95,network_error,retry_later,0.6391,2089.825045,1,3269.95
TXN_004713,2723.4,insufficient_funds,retry_later,0.6494,1768.57596,1,2723.4
TXN_004714,2583.69,bank_decline,alternate_payment,0.7749,2002.1013810000002,1,2583.69
TXN_004715,1961.13,card_expired,customer_followup,0.6622,1298.660286,1,1961.13
TXN_004716,1740.81,insufficient_funds,retry_later,0.7814,1360.268934,1,1740.81
TXN_004717,19699.96,card_expired,customer_followup,0.8613,16967.575547999997,1,19699.96
TXN_004718,5909.15,network_error,retry_later,0.5152,3044.3940799999996,0,0.0
TXN_004719,3725.02,authentication_failed,customer_followup,0.5947,2215.269394,1,3725.02
TXN_004720,2021.91,insufficient_funds,retry_later,0.7951,1607.6206410000002,0,0.0
TXN_004721,4950.07,network_error,retry_later,0.3863,1912.2120409999998,1,4950.07
TXN_004722,3035.09,card_expired,customer_followup,0.6796,2062.647164,1,3035.09
TXN_004723,1856.05,card_expired,customer_followup,0.6688,1241.3262399999999,1,1856.05
TXN_004724,1334.67,card_expired,customer_followup,0.7922,1057.3255740000002,1,1334.67
TXN_004725,1667.5,insufficient_funds,retry_later,0.9091,1515.92425,1,1667.5
TXN_004726,75.91,network_error,retry,0.885,67.18035,1,75.91
TXN_004727,2231.88,card_expired,customer_followup,0.5483,1223.739804,0,0.0
TXN_004728,1109.34,card_expired,customer_followup,0.5504,610.580736,0,0.0
TXN_004729,8889.89,authentication_failed,customer_followup,0.7509,6675.418401,1,8889.89
TXN_004730,1843.36,network_error,retry_later,0.6598,1216.248928,1,1843.36
TXN_004731,550.62,limit_exceeded,alternate_payment,0.6453,355.315086,1,550.62
TXN_004732,1720.07,network_error,retry,0.868,1493.0207599999999,1,1720.07
TXN_004733,635.16,authentication_failed,customer_followup,0.5968,379.063488,0,0.0
TXN_004734,2902.73,card_expired,customer_followup,0.8742,2537.566566,0,0.0
TXN_004735,2418.61,bank_decline,alternate_payment,0.6492,1570.161612,1,2418.61
TXN_004736,4711.87,limit_exceeded,alternate_payment,0.7564,3564.0584679999997,1,4711.87
TXN_004737,819.85,card_expired,customer_followup,0.95,778.8575,1,819.85
TXN_004738,1870.59,bank_decline,alternate_payment,0.654,1223.3658599999999,1,1870.59
TXN_004739,461.73,limit_exceeded,alternate_payment,0.7173,331.198929,1,461.73
TXN_004740,3646.4,card_expired,customer_followup,0.5759,2099.96176,0,0.0
TXN_004741,3037.75,network_error,retry,0.95,2885.8624999999997,1,3037.75
TXN_004742,2968.48,limit_exceeded,alternate_payment,0.5886,1747.2473280000002,1,2968.48
TXN_004743,1810.97,network_error,retry,0.8327,1507.994719,1,1810.97
TXN_004744,2737.42,bank_decline,alternate_payment,0.5757,1575.932694,0,0.0
TXN_004745,8994.24,insufficient_funds,retry_later,0.7514,6758.271935999999,1,8994.24
TXN_004746,1359.55,insufficient_funds,retry_later,0.731,993.8310499999999,1,1359.55
TXN_004747,2076.93,card_expired,customer_followup,0.7776,1615.0207679999999,1,2076.93
TXN_004748,610.25,authentication_failed,customer_followup,0.6966,425.10015,1,610.25
TXN_004749,758.8,card_expired,customer_followup,0.6464,490.48831999999993,1,758.8
TXN_004750,1993.83,bank_decline,alternate_payment,0.673,1341.84759,0,0.0
TXN_004751,5453.07,bank_decline,alternate_payment,0.5923,3229.853361,1,5453.07
TXN_004752,1399.29,network_error,retry,0.9147,1279.930563,1,1399.29
TXN_004753,1428.08,card_expired,customer_followup,0.6681,954.100248,0,0.0
TXN_004754,1203.65,authentication_failed,customer_followup,0.7741,931.7454650000001,1,1203.65
TXN_004755,1059.17,card_expired,customer_followup,0.5993,634.7605810000001,0,0.0
TXN_004756,2428.36,card_expired,customer_followup,0.6782,1646.9137520000002,0,0.0
TXN_004757,404.54,card_expired,customer_followup,0.6677,270.111358,1,404.54
TXN_004758,6508.99,insufficient_funds,retry_later,0.9028,5876.316172,1,6508.99
TXN_004759,929.44,authentication_failed,customer_followup,0.7461,693.455184,1,929.44
TXN_004760,3721.58,card_expired,customer_followup,0.841,3129.84878,0,0.0
TXN_004761,507.76,insufficient_funds,retry_later,0.7497,380.667672,1,507.76
TXN_004762,3529.25,card_expired,customer_followup,0.8711,3074.329675,0,0.0
TXN_004763,3540.22,authentication_failed,customer_followup,0.5376,1903.2222719999997,0,0.0
TXN_004764,2655.01,network_error,retry,0.95,2522.2595,1,2655.01
TXN_004765,668.86,insufficient_funds,retry_later,0.7362,492.414732,1,668.86
TXN_004766,2320.52,bank_decline,alternate_payment,0.7106,1648.961512,0,0.0
TXN_004767,553.88,bank_decline,alternate_payment,0.8492,470.354896,0,0.0
TXN_004768,1404.22,insufficient_funds,retry_later,0.8281,1162.834582,1,1404.22
TXN_004769,5061.47,bank_decline,alternate_payment,0.6033,3053.584851,0,0.0
TXN_004770,4010.62,bank_decline,alternate_payment,0.771,3092.18802,1,4010.62
TXN_004771,1835.7,bank_decline,alternate_payment,0.8553,1570.07421,1,1835.7
TXN_004772,682.11,authentication_failed,customer_followup,0.679,463.15269000000006,1,682.11
TXN_004773,3448.13,limit_exceeded,alternate_payment,0.5037,1736.8230810000002,1,3448.13
TXN_004774,1843.43,bank_decline,alternate_payment,0.8604,1586.0871720000002,1,1843.43
TXN_004775,177.63,network_error,retry_later,0.4974,88.353162,1,177.63
TXN_004776,3954.58,authentication_failed,customer_followup,0.7806,3086.945148,0,0.0
TXN_004777,1764.76,insufficient_funds,retry_later,0.7491,1321.981716,1,1764.76
TXN_004778,6017.64,card_expired,customer_followup,0.7048,4241.232672,1,6017.64
TXN_004779,604.7,limit_exceeded,alternate_payment,0.5773,349.09331000000003,1,604.7
TXN_004780,75.44,insufficient_funds,retry_later,0.7763,58.564071999999996,1,75.44
TXN_004781,2390.08,authentication_failed,customer_followup,0.7567,1808.573536,1,2390.08
TXN_004782,2420.1,bank_decline,alternate_payment,0.8465,2048.61465,1,2420.1
TXN_004783,333.4,card_expired,customer_followup,0.7689,256.35125999999997,1,333.4
TXN_004784,679.6,card_expired,customer_followup,0.6463,439.22548,1,679.6
TXN_004785,28430.5,limit_exceeded,alternate_payment,0.6755,19204.80275,1,28430.5
TXN_004786,1331.94,card_expired,customer_followup,0.7017,934.622298,1,1331.94
TXN_004787,3755.43,limit_exceeded,alternate_payment,0.5954,2235.983022,0,0.0
TXN_004788,943.26,limit_exceeded,alternate_payment,0.8242,777.434892,0,0.0
TXN_004789,223.56,authentication_failed,customer_followup,0.7099,158.705244,1,223.56
TXN_004790,1524.99,insufficient_funds,retry_later,0.759,1157.46741,1,1524.99
TXN_004791,1386.3,network_error,retry,0.7767,1076.73921,1,1386.3
TXN_004792,1212.11,card_expired,customer_followup,0.8663,1050.0508929999999,0,0.0
TXN_004793,1612.21,insufficient_funds,retry_later,0.7842,1264.295082,1,1612.21
TXN_004794,2354.93,insufficient_funds,retry_later,0.614,1445.9270199999999,1,2354.93
TXN_004795,1556.01,network_error,retry,0.8377,1303.469577,1,1556.01
TXN_004796,510.81,network_error,retry,0.8796,449.30847600000004,1,510.81
TXN_004797,2940.06,authentication_failed,customer_followup,0.5441,1599.686646,1,2940.06
TXN_004798,257.4,network_error,retry,0.95,244.52999999999997,1,257.4
TXN_004799,232.67,network_error,retry,0.8816,205.121872,1,232.67
TXN_004800,3786.44,card_expired,customer_followup,0.8694,3291.9309359999997,1,3786.44
TXN_004801,3001.96,insufficient_funds,retry_later,0.753,2260.47588,1,3001.96
TXN_004802,1707.19,network_error,retry_later,0.5883,1004.3398770000001,1,1707.19
TXN_004803,447.89,bank_decline,alternate_payment,0.6454,289.068206,0,0.0
TXN_004804,890.77,authentication_failed,customer_followup,0.5408,481.7284159999999,1,890.77
TXN_004805,1390.27,network_error,retry,0.8704,1210.0910079999999,1,1390.27
TXN_004806,366.54,network_error,retry,0.8992,329.59276800000004,1,366.54
TXN_004807,863.48,network_error,retry,0.9161,791.034028,1,863.48
TXN_004808,3471.46,network_error,retry_later,0.6064,2105.0933440000003,0,0.0
TXN_004809,7534.93,authentication_failed,customer_followup,0.6895,5195.334235,1,7534.93
TXN_004810,1188.64,card_expired,customer_followup,0.6172,733.628608,0,0.0
TXN_004811,3852.54,card_expired,customer_followup,0.7451,2870.527554,1,3852.54
TXN_004812,266.65,authentication_failed,customer_followup,0.5664,151.03055999999998,0,0.0
TXN_004813,3496.27,network_error,retry,0.8937,3124.616499,1,3496.27
TXN_004814,809.2,insufficient_funds,retry_later,0.714,577.7688,1,809.2
TXN_004815,2458.6,limit_exceeded,alternate_payment,0.9051,2225.27886,1,2458.6
TXN_004816,1411.27,network_error,retry,0.9042,1276.070334,0,0.0
TXN_004817,6771.07,insufficient_funds,retry_later,0.8853,5994.428271,0,0.0
TXN_004818,754.13,limit_exceeded,alternate_payment,0.7616,574.345408,0,0.0
TXN_004819,3386.68,bank_decline,alternate_payment,0.5635,1908.39418,0,0.0
TXN_004820,1367.16,card_expired,customer_followup,0.8241,1126.6765560000001,1,1367.16
TXN_004821,1543.33,card_expired,customer_followup,0.8928,1377.885024,1,1543.33
TXN_004822,1504.4,insufficient_funds,retry_later,0.7648,1150.5651200000002,1,1504.4
TXN_004823,776.14,bank_decline,alternate_payment,0.784,608.4937600000001,1,776.14
TXN_004824,1782.73,card_expired,customer_followup,0.8324,1483.944452,1,1782.73
TXN_004825,1698.25,bank_decline,alternate_payment,0.6052,1027.7809,1,1698.25
TXN_004826,2301.32,card_expired,customer_followup,0.7271,1673.289772,1,2301.32
TXN_004827,1967.47,insufficient_funds,retry_later,0.95,1869.0964999999999,1,1967.47
TXN_004828,4015.81,card_expired,customer_followup,0.7627,3062.858287,1,4015.81
TXN_004829,4552.85,card_expired,customer_followup,0.5452,2482.2138200000004,1,4552.85
TXN_004830,632.31,insufficient_funds,retry_later,0.8656,547.327536,1,632.31
TXN_004831,4310.34,authentication_failed,customer_followup,0.6754,2911.203636,0,0.0
TXN_004832,552.06,authentication_failed,customer_followup,0.9046,499.3934759999999,1,552.06
TXN_004833,3254.7,card_expired,customer_followup,0.5669,1845.0894299999998,0,0.0
TXN_004834,3360.14,authentication_failed,customer_followup,0.8575,2881.32005,1,3360.14
TXN_004835,267.38,network_error,retry,0.95,254.011,1,267.38
TXN_004836,1984.22,authentication_failed,customer_followup,0.9449,1874.889478,1,1984.22
TXN_004837,1131.73,bank_decline,alternate_payment,0.749,847.6657700000001,1,1131.73
TXN_004838,846.61,network_error,retry,0.9481,802.6709410000001,1,846.61
TXN_004839,6980.34,authentication_failed,customer_followup,0.6869,4794.795545999999,1,6980.34
TXN_004840,940.41,network_error,retry,0.8994,845.804754,1,940.41
TXN_004841,807.24,limit_exceeded,alternate_payment,0.6148,496.291152,0,0.0
TXN_004842,1950.22,network_error,retry,0.8283,1615.367226,0,0.0
TXN_004843,3588.86,authentication_failed,customer_followup,0.8476,3041.9177360000003,1,3588.86
TXN_004844,1569.25,bank_decline,alternate_payment,0.7482,1174.11285,1,1569.25
TXN_004845,5804.39,bank_decline,alternate_payment,0.6492,3768.209988,1,5804.39
TXN_004846,3074.74,network_error,retry_later,0.5824,1790.728576,1,3074.74
TXN_004847,204.75,authentication_failed,customer_followup,0.6344,129.89339999999999,0,0.0
TXN_004848,1064.79,bank_decline,alternate_payment,0.8805,937.5475949999999,1,1064.79
TXN_004849,1030.87,limit_exceeded,alternate_payment,0.6303,649.757361,0,0.0
TXN_004850,2920.06,authentication_failed,customer_followup,0.7257,2119.087542,1,2920.06
TXN_004851,131.0,authentication_failed,customer_followup,0.4551,59.6181,0,0.0
TXN_004852,23132.87,card_expired,customer_followup,0.7391,17097.504216999998,1,23132.87
TXN_004853,3074.9,card_expired,customer_followup,0.8638,2656.09862,1,3074.9
TXN_004854,2098.29,card_expired,customer_followup,0.682,1431.03378,1,2098.29
TXN_004855,5893.28,limit_exceeded,alternate_payment,0.6293,3708.641104,1,5893.28
TXN_004856,18838.43,authentication_failed,customer_followup,0.5685,10709.647455,1,18838.43
TXN_004857,4318.86,limit_exceeded,alternate_payment,0.5782,2497.164852,1,4318.86
TXN_004858,4669.53,insufficient_funds,retry_later,0.8316,3883.1811479999997,0,0.0
TXN_004859,2060.47,authentication_failed,customer_followup,0.8514,1754.284158,0,0.0
TXN_004860,1569.44,bank_decline,alternate_payment,0.632,991.88608,0,0.0
TXN_004861,1123.5,bank_decline,alternate_payment,0.6558,736.7913000000001,1,1123.5
TXN_004862,791.47,bank_decline,alternate_payment,0.6265,495.855955,0,0.0
TXN_004863,909.58,insufficient_funds,retry_later,0.9141,831.447078,1,909.58
TXN_004864,468.46,network_error,retry,0.9148,428.54720799999996,1,468.46
TXN_004865,1675.94,authentication_failed,customer_followup,0.5119,857.9136860000001,1,1675.94
TXN_004866,335.4,card_expired,customer_followup,0.6922,232.16388,1,335.4
TXN_004867,2188.38,bank_decline,alternate_payment,0.7325,1602.98835,1,2188.38
TXN_004868,1743.53,limit_exceeded,alternate_payment,0.9294,1620.436782,1,1743.53
TXN_004869,2094.22,bank_decline,alternate_payment,0.7962,1667.417964,1,2094.22
TXN_004870,1072.63,network_error,retry,0.95,1018.9985,1,1072.63
TXN_004871,39216.79,network_error,retry_later,0.4478,17561.278562,1,39216.79
TXN_004872,7045.3,network_error,retry_later,0.609,4290.5877,1,7045.3
TXN_004873,520.85,authentication_failed,customer_followup,0.8213,427.774105,1,520.85
TXN_004874,2282.14,bank_decline,alternate_payment,0.7621,1739.2188939999999,1,2282.14
TXN_004875,984.36,insufficient_funds,retry_later,0.7823,770.064828,1,984.36
TXN_004876,655.58,insufficient_funds,retry_later,0.7474,489.980492,1,655.58
TXN_004877,473.39,network_error,retry_later,0.6737,318.922843,1,473.39
TXN_004878,2785.59,insufficient_funds,retry_later,0.5829,1623.720411,0,0.0
TXN_004879,914.72,authentication_failed,customer_followup,0.6183,565.571376,1,914.72
TXN_004880,4759.16,insufficient_funds,retry_later,0.6401,3046.338316,0,0.0
TXN_004881,4884.3,network_error,retry,0.95,4640.085,1,4884.3
TXN_004882,7143.19,insufficient_funds,retry_later,0.8293,5923.847467,1,7143.19
TXN_004883,770.94,bank_decline,alternate_payment,0.5401,416.384694,0,0.0
TXN_004884,2908.42,authentication_failed,customer_followup,0.8662,2519.273404,1,2908.42
TXN_004885,3403.14,authentication_failed,customer_followup,0.6656,2265.1299839999997,1,3403.14
TXN_004886,1125.32,authentication_failed,customer_followup,0.8339,938.4043479999999,0,0.0
TXN_004887,835.67,bank_decline,alternate_payment,0.6436,537.8372119999999,1,835.67
TXN_004888,9040.96,limit_exceeded,alternate_payment,0.7479,6761.7339839999995,1,9040.96
TXN_004889,2269.91,bank_decline,alternate_payment,0.902,2047.4588199999998,1,2269.91
TXN_004890,3415.12,bank_decline,alternate_payment,0.8071,2756.343352,1,3415.12
TXN_004891,794.67,card_expired,customer_followup,0.8741,694.621047,1,794.67
TXN_004892,534.17,authentication_failed,customer_followup,0.7567,404.206439,1,534.17
TXN_004893,1023.06,limit_exceeded,alternate_payment,0.6627,677.9818619999999,1,1023.06
TXN_004894,1597.15,network_error,retry_later,0.6016,960.84544,1,1597.15
TXN_004895,623.77,insufficient_funds,retry_later,0.5807,362.223239,1,623.77
TXN_004896,1790.33,card_expired,customer_followup,0.776,1389.29608,1,1790.33
TXN_004897,334.12,insufficient_funds,retry_later,0.8516,284.536592,1,334.12
TXN_004898,589.9,insufficient_funds,retry_later,0.788,464.8412,1,589.9
TXN_004899,3536.57,bank_decline,alternate_payment,0.6179,2185.246603,1,3536.57
TXN_004900,3306.98,card_expired,customer_followup,0.8175,2703.45615,0,0.0
TXN_004901,1221.85,network_error,retry,0.95,1160.7575,1,1221.85
TXN_004902,653.43,insufficient_funds,retry_later,0.6271,409.76595299999997,1,653.43
TXN_004903,647.16,insufficient_funds,retry_later,0.7556,488.994096,1,647.16
TXN_004904,1244.8,card_expired,customer_followup,0.8036,1000.3212799999999,1,1244.8
TXN_004905,3444.45,network_error,retry_later,0.5881,2025.6810449999998,0,0.0
TXN_004906,4574.47,network_error,retry,0.8653,3958.288891,1,4574.47
TXN_004907,1100.44,limit_exceeded,alternate_payment,0.6943,764.0354920000001,0,0.0
TXN_004908,570.5,network_error,retry_later,0.4761,271.61505,1,570.5
TXN_004909,2363.37,insufficient_funds,retry_later,0.9084,2146.885308,1,2363.37
TXN_004910,793.51,bank_decline,alternate_payment,0.7201,571.4065509999999,1,793.51
TXN_004911,1076.8,card_expired,customer_followup,0.8732,940.26176,0,0.0
TXN_004912,6804.07,network_error,retry,0.8927,6073.993289,1,6804.07
TXN_004913,4134.47,limit_exceeded,alternate_payment,0.7753,3205.454591,1,4134.47
TXN_004914,2117.46,bank_decline,alternate_payment,0.6723,1423.568358,1,2117.46
TXN_004915,506.78,network_error,retry,0.95,481.441,1,506.78
TXN_004916,2233.66,insufficient_funds,retry_later,0.767,1713.21722,0,0.0
TXN_004917,5232.57,network_error,retry_later,0.6744,3528.8452079999997,1,5232.57
TXN_004918,1241.86,limit_exceeded,alternate_payment,0.9026,1120.9028359999998,1,1241.86
TXN_004919,6982.16,insufficient_funds,retry_later,0.6829,4768.117063999999,0,0.0
TXN_004920,6586.29,card_expired,customer_followup,0.5025,3309.6107249999995,1,6586.29
TXN_004921,9544.62,insufficient_funds,retry_later,0.8472,8086.202064,0,0.0
TXN_004922,2453.43,network_error,retry_later,0.4997,1225.9789709999998,0,0.0
TXN_004923,3253.19,limit_exceeded,alternate_payment,0.7892,2567.417548,1,3253.19
TXN_004924,7436.74,authentication_failed,customer_followup,0.7258,5397.585892,0,0.0
TXN_004925,2828.19,limit_exceeded,alternate_payment,0.9056,2561.2088639999997,1,2828.19
TXN_004926,1095.28,bank_decline,alternate_payment,0.6703,734.166184,1,1095.28
TXN_004927,1154.54,insufficient_funds,retry_later,0.6124,707.040296,1,1154.54
TXN_004928,2295.15,insufficient_funds,retry_later,0.6378,1463.8466700000001,1,2295.15
TXN_004929,497.42,authentication_failed,customer_followup,0.6388,317.75189600000004,0,0.0
TXN_004930,1566.72,network_error,retry_later,0.5036,789.0001920000001,0,0.0
TXN_004931,5412.94,bank_decline,alternate_payment,0.6803,3682.423082,1,5412.94
TXN_004932,202.1,limit_exceeded,alternate_payment,0.6845,138.33745,1,202.1
TXN_004933,8387.37,bank_decline,alternate_payment,0.649,5443.403130000001,0,0.0
TXN_004934,5554.56,limit_exceeded,alternate_payment,0.7239,4020.9459840000004,1,5554.56
TXN_004935,1141.66,bank_decline,alternate_payment,0.7558,862.8666280000001,1,1141.66
TXN_004936,3113.15,bank_decline,alternate_payment,0.9163,2852.579345,1,3113.15
TXN_004937,1813.74,card_expired,customer_followup,0.6133,1112.366742,0,0.0
TXN_004938,6185.67,insufficient_funds,retry_later,0.5305,3281.497935,0,0.0
TXN_004939,4830.39,limit_exceeded,alternate_payment,0.887,4284.55593,1,4830.39
TXN_004940,445.83,card_expired,customer_followup,0.7619,339.677877,0,0.0
TXN_004941,3252.77,card_expired,customer_followup,0.6738,2191.716426,1,3252.77
TXN_004942,1471.99,network_error,retry,0.95,1398.3905,1,1471.99
TXN_004943,1964.18,insufficient_funds,retry_later,0.9189,1804.8850020000002,1,1964.18
TXN_004944,872.91,limit_exceeded,alternate_payment,0.6302,550.107882,1,872.91
TXN_004945,10385.2,network_error,retry,0.8828,9168.05456,1,10385.2
TXN_004946,5115.66,card_expired,customer_followup,0.6124,3132.8301840000004,0,0.0
TXN_004947,862.84,network_error,retry,0.95,819.698,1,862.84
TXN_004948,475.99,card_expired,customer_followup,0.9048,430.67575200000005,1,475.99
TXN_004949,1229.46,authentication_failed,customer_followup,0.7959,978.5272140000001,0,0.0
TXN_004950,2791.97,card_expired,customer_followup,0.7114,1986.2074579999999,0,0.0
TXN_004951,2298.95,insufficient_funds,retry_later,0.7536,1732.48872,1,2298.95
TXN_004952,6330.49,network_error,retry,0.9083,5749.984066999999,1,6330.49
TXN_004953,3983.51,bank_decline,alternate_payment,0.6913,2753.800463,1,3983.51
TXN_004954,4767.46,bank_decline,alternate_payment,0.6662,3176.0818520000003,0,0.0
TXN_004955,2507.03,insufficient_funds,retry_later,0.473,1185.82519,1,2507.03
TXN_004956,450.65,network_error,retry_later,0.5243,236.275795,0,0.0
TXN_004957,1486.68,bank_decline,alternate_payment,0.8808,1309.467744,1,1486.68
TXN_004958,5219.15,network_error,retry,0.95,4958.192499999999,1,5219.15
TXN_004959,1717.25,bank_decline,alternate_payment,0.7715,1324.858375,1,1717.25
TXN_004960,2990.18,insufficient_funds,retry_later,0.6161,1842.2498979999998,0,0.0
TXN_004961,1314.55,bank_decline,alternate_payment,0.7822,1028.24101,1,1314.55
TXN_004962,645.61,limit_exceeded,alternate_payment,0.7324,472.84476400000005,1,645.61
TXN_004963,1598.24,bank_decline,alternate_payment,0.5549,886.8633759999999,1,1598.24
TXN_004964,2462.78,bank_decline,alternate_payment,0.8311,2046.816458,1,2462.78
TXN_004965,938.53,insufficient_funds,retry_later,0.7903,741.7202589999999,1,938.53
TXN_004966,1428.37,card_expired,customer_followup,0.7584,1083.2758079999999,1,1428.37
TXN_004967,706.65,network_error,retry_later,0.6344,448.29875999999996,0,0.0
TXN_004968,5537.2,authentication_failed,customer_followup,0.8789,4866.64508,1,5537.2
TXN_004969,1346.88,authentication_failed,customer_followup,0.7083,953.9951040000001,0,0.0
TXN_004970,7729.16,bank_decline,alternate_payment,0.7344,5676.295104000001,1,7729.16
TXN_004971,8339.41,network_error,retry,0.9236,7702.279076,1,8339.41
TXN_004972,1667.29,bank_decline,alternate_payment,0.6428,1071.7340120000001,0,0.0
TXN_004973,659.55,network_error,retry_later,0.6023,397.24696499999993,1,659.55
TXN_004974,224.55,authentication_failed,customer_followup,0.6316,141.82578,0,0.0
TXN_004975,414.87,limit_exceeded,alternate_payment,0.6535,271.117545,1,414.87
TXN_004976,457.68,bank_decline,alternate_payment,0.651,297.94968,1,457.68
TXN_004977,7175.8,bank_decline,alternate_payment,0.5767,4138.2838600000005,1,7175.8
TXN_004978,2030.07,network_error,retry,0.8345,1694.093415,1,2030.07
TXN_004979,2669.39,limit_exceeded,alternate_payment,0.8423,2248.427197,1,2669.39
TXN_004980,196.29,card_expired,customer_followup,0.8057,158.15085299999998,1,196.29
TXN_004981,545.68,bank_decline,alternate_payment,0.9426,514.3579679999999,0,0.0
TXN_004982,4389.98,authentication_failed,customer_followup,0.831,3648.0733799999994,1,4389.98
TXN_004983,2408.54,bank_decline,alternate_payment,0.868,2090.61272,1,2408.54
TXN_004984,1560.55,insufficient_funds,retry_later,0.6315,985.4873249999999,0,0.0
TXN_004985,3180.65,insufficient_funds,retry_later,0.7507,2387.713955,1,3180.65
TXN_004986,9281.68,limit_exceeded,alternate_payment,0.6256,5806.619008000001,1,9281.68
TXN_004987,1449.48,card_expired,customer_followup,0.5943,861.4259640000001,0,0.0
TXN_004988,1937.92,network_error,retry_later,0.5368,1040.275456,0,0.0
TXN_004989,2192.06,insufficient_funds,retry_later,0.734,1608.9720399999999,1,2192.06
TXN_004990,19773.73,bank_decline,alternate_payment,0.6909,13661.670057,0,0.0
TXN_004991,221.55,bank_decline,alternate_payment,0.7307,161.88658500000003,0,0.0
TXN_004992,3580.38,limit_exceeded,alternate_payment,0.6454,2310.777252,1,3580.38
TXN_004993,1611.95,network_error,retry,0.9066,1461.3938699999999,1,1611.95
TXN_004994,3186.8,insufficient_funds,retry_later,0.5751,1832.72868,0,0.0
TXN_004995,936.95,authentication_failed,customer_followup,0.8774,822.07993,1,936.95
TXN_004996,1721.64,network_error,retry_later,0.6541,1126.124724,0,0.0
TXN_004997,3682.73,authentication_failed,customer_followup,0.7116,2620.6306680000002,1,3682.73
TXN_004998,40656.35,bank_decline,alternate_payment,0.8221,33423.585335,1,40656.35
TXN_004999,4056.34,authentication_failed,customer_followup,0.7629,3094.581786,0,0.0
TXN_005000,774.28,network_error,retry_later,0.5078,393.179384,0,0.0
TXN_005001,1183.51,insufficient_funds,retry_later,0.5877,695.548827,1,1183.51
TXN_005002,1148.93,network_error,retry_later,0.4714,541.605602,0,0.0
TXN_005003,300.17,card_expired,customer_followup,0.6597,198.02214899999998,0,0.0
TXN_005004,1299.73,card_expired,customer_followup,0.8471,1101.001283,1,1299.73
TXN_005005,3762.46,authentication_failed,customer_followup,0.9248,3479.5230079999997,1,3762.46
TXN_005006,505.61,bank_decline,alternate_payment,0.562,284.15282,1,505.61
TXN_005007,5158.92,insufficient_funds,retry_later,0.4848,2501.044416,0,0.0
TXN_005008,2944.74,authentication_failed,customer_followup,0.7455,2195.30367,0,0.0
TXN_005009,867.63,network_error,retry_later,0.649,563.09187,1,867.63
TXN_005010,1569.43,card_expired,customer_followup,0.5373,843.2547390000001,1,1569.43
TXN_005011,8940.28,insufficient_funds,retry_later,0.8745,7818.274860000001,1,8940.28
TXN_005012,3765.17,card_expired,customer_followup,0.8656,3259.1311520000004,1,3765.17
TXN_005013,1823.99,insufficient_funds,retry_later,0.5811,1059.9205889999998,1,1823.99
TXN_005014,1425.56,insufficient_funds,retry_later,0.8661,1234.677516,1,1425.56
TXN_005015,1952.0,card_expired,customer_followup,0.7749,1512.6048,1,1952.0
TXN_005016,1083.81,card_expired,customer_followup,0.5871,636.3048509999999,1,1083.81
TXN_005017,220.36,limit_exceeded,alternate_payment,0.8891,195.922076,1,220.36
TXN_005018,13935.26,network_error,retry_later,0.5187,7228.219362000001,1,13935.26
TXN_005019,2111.86,network_error,retry_later,0.5066,1069.8682760000002,0,0.0
TXN_005020,2692.29,insufficient_funds,retry_later,0.6415,1727.1040349999998,0,0.0
TXN_005021,1706.32,network_error,retry_later,0.4546,775.693072,0,0.0
TXN_005022,866.86,network_error,retry_later,0.588,509.71367999999995,1,866.86
TXN_005023,1501.28,network_error,retry,0.9263,1390.635664,0,0.0
TXN_005024,365.26,limit_exceeded,alternate_payment,0.6231,227.593506,0,0.0
TXN_005025,17625.23,insufficient_funds,retry_later,0.5577,9829.590771,0,0.0
TXN_005026,526.1,bank_decline,alternate_payment,0.7007,368.63827000000003,1,526.1
TXN_005027,644.22,bank_decline,alternate_payment,0.6079,391.62133800000004,1,644.22
TXN_005028,1164.14,authentication_failed,customer_followup,0.8082,940.8579480000001,1,1164.14
TXN_005029,6555.61,bank_decline,alternate_payment,0.6501,4261.802060999999,0,0.0
TXN_005030,1834.47,card_expired,customer_followup,0.7546,1384.291062,1,1834.47
TXN_005031,525.24,card_expired,customer_followup,0.6877,361.207548,1,525.24
TXN_005032,6338.13,network_error,retry_later,0.5369,3402.9419970000004,1,6338.13
TXN_005033,3755.59,authentication_failed,customer_followup,0.736,2764.11424,1,3755.59
TXN_005034,3097.76,limit_exceeded,alternate_payment,0.8365,2591.27624,1,3097.76
TXN_005035,3698.69,limit_exceeded,alternate_payment,0.6402,2367.901338,1,3698.69
TXN_005036,19818.32,network_error,retry_later,0.6229,12344.831528,1,19818.32
TXN_005037,16076.2,network_error,retry_later,0.5279,8486.62598,0,0.0
TXN_005038,909.85,bank_decline,alternate_payment,0.8584,781.0152400000001,0,0.0
TXN_005039,9171.76,network_error,retry_later,0.5822,5339.798672000001,0,0.0
TXN_005040,2652.26,authentication_failed,customer_followup,0.687,1822.1026200000003,0,0.0
